Tanggal;TID;Menu;Qty;Harga;Subtotal
2020-03-23;320R0267;Dimsum Siomay Udang Keju;5;32000;160000
;320R0267;Lavarisol Campur;5;60000;300000
;320R0267;Kaastengels;1;85000;85000
;320R0267;Pudding Buah;3;100000;300000
;320R0267;Brownies Cookies;4;40000;160000
2020-03-23;320R0268;Lavarisol Original;4;60000;240000
;320R0268;Dimsum Siomay Crab;2;27000;54000
;320R0268;Dimsum Siomay Ayam;1;27000;27000
2020-03-23;320R0269;Sagu Keju;4;75000;300000
;320R0269;Red Velvet;3;90000;270000
;320R0269;Lavarisol Original;1;60000;60000
2020-03-23;320R0270;Blueberry Cheese;3;65000;195000
;320R0270;Nastar Spesial;3;90000;270000
;320R0270;Sagu Keju;1;75000;75000
;320R0270;Dimsum Siomay Original;2;25000;50000
;320R0270;Lidah Kucing;1;70000;70000
2020-03-23;320R0271;Dimsum Siomay Original;5;25000;125000
;320R0271;Blueberry Cheese;2;65000;130000
;320R0271;Sagu Keju;2;75000;150000
;320R0271;Nastar Spesial;3;90000;270000
2020-03-23;320R0272;Lavarisol Smoked Beef;2;60000;120000
;320R0272;Nastar Spesial;4;90000;360000
;320R0272;Dimsum Siomay Keju;2;30000;60000
;320R0272;Dimsum Siomay Crab;1;27000;27000
2020-03-24;320R0273;Pudding Batik;4;120000;480000
;320R0273;Putri Salju;2;85000;170000
;320R0273;Lavarisol Smoked Beef;3;60000;180000
;320R0273;Blueberry Cheese;4;65000;260000
2020-03-24;320R0274;Lavarisol Original;4;60000;240000
;320R0274;Pudding Batik;1;120000;120000
;320R0274;Cookies Hias;1;60000;60000
;320R0274;Putri Salju;4;85000;340000
;320R0274;Pudding Buah;3;100000;300000
2020-03-24;320R0275;Sagu Keju;2;75000;150000
;320R0275;Blueberry Cheese;5;75000;375000
;320R0275;Lavarisol Smoked Beef;5;60000;300000
2020-03-24;320R0276;Red Velvet;2;90000;180000
;320R0276;Pudding Batik;5;120000;600000
;320R0276;Dimsum Siomay Udang Keju;5;32000;160000
2020-03-24;320R0277;Lavarisol Smoked Beef;5;60000;300000
;320R0277;Brownies Cookies;3;40000;120000
;320R0277;Lavarisol Original;4;60000;240000
2020-03-24;320R0278;Pudding Batik;4;120000;480000
;320R0278;Kaastengels;5;85000;425000
;320R0278;Putri Salju;5;85000;425000
;320R0278;Dimsum Siomay Keju;3;30000;90000
2020-03-24;320R0279;Nastar Spesial;4;90000;360000
;320R0279;Dimsum Siomay Udang Keju;3;32000;96000
;320R0279;Pudding Batik;5;120000;600000
2020-03-24;320R0280;Lavarisol Campur;5;60000;300000
;320R0280;Brownies Cookies;1;40000;40000
;320R0280;Dimsum Siomay Crab;5;27000;135000
2020-03-24;320R0281;Lidah Kucing;3;70000;210000
;320R0281;Dimsum Siomay Ayam;4;27000;108000
2020-03-24;320R0282;Kaastengels;2;85000;170000
;320R0282;Red Velvet;1;90000;90000
;320R0282;Lavarisol Campur;2;60000;120000
2020-03-24;320R0283;Lavarisol Original;1;60000;60000
;320R0283;Lavarisol Triple Cheese;5;60000;300000
;320R0283;Sagu Keju;1;75000;75000
2020-03-25;320R0284;Red Velvet;5;90000;450000
;320R0284;Blueberry Cheese;2;65000;130000
;320R0284;Brownies Cookies;5;40000;200000
;320R0284;Blueberry Cheese;3;65000;195000
2020-03-25;320R0285;Putri Salju;3;85000;255000
;320R0285;Pudding Buah;3;100000;300000
;320R0285;Dimsum Siomay Keju;4;30000;120000
;320R0285;Kaastengels;5;85000;425000
2020-03-25;320R0286;Cookies Hias;5;60000;300000
;320R0286;Dimsum Siomay Ayam;4;27000;108000
;320R0286;Lavarisol Original;4;60000;240000
;320R0286;Lavarisol Triple Cheese;1;60000;60000
2020-03-25;320R0287;Cookies Hias;5;60000;300000
;320R0287;Dimsum Siomay Ayam;5;27000;135000
;320R0287;Sagu Keju;1;75000;75000
2020-03-25;320R0288;Brownies Cookies;2;40000;80000
;320R0288;Lavarisol Original;2;60000;120000
;320R0288;Dimsum Siomay Udang Keju;5;32000;160000
;320R0288;Pudding Buah;1;100000;100000
;320R0288;Brownies Cookies;1;40000;40000
2020-03-25;320R0289;Dimsum Siomay Original;1;25000;25000
;320R0289;Lavarisol Campur;3;60000;180000
;320R0289;Lidah Kucing;3;70000;210000
2020-03-25;320R0290;Pudding Buah;1;100000;100000
;320R0290;Dimsum Siomay Udang Keju;3;32000;96000
;320R0290;Putri Salju;3;85000;255000
;320R0290;Cookies Hias;5;60000;300000
2020-03-25;320R0291;Lavarisol Triple Cheese;5;60000;300000
;320R0291;Brownies Cookies;5;40000;200000
2020-03-25;320R0292;Blueberry Cheese;2;65000;130000
;320R0292;Dimsum Siomay Ayam;3;27000;81000
;320R0292;Lavarisol Smoked Beef;2;60000;120000
;320R0292;Brownies Cookies;5;40000;200000
2020-03-25;320R0293;Dimsum Siomay Udang Keju;5;32000;160000
;320R0293;Sagu Keju;1;75000;75000
;320R0293;Dimsum Siomay Original;3;25000;75000
;320R0293;Lavarisol Triple Cheese;5;60000;300000
2020-03-26;320R0294;Blueberry Cheese;3;65000;195000
;320R0294;Kaastengels;1;85000;85000
;320R0294;Red Velvet;5;90000;450000
2020-03-26;320R0295;Sagu Keju;4;75000;300000
;320R0295;Dimsum Siomay Keju;3;30000;90000
;320R0295;Lavarisol Original;5;60000;300000
2020-03-26;320R0296;Dimsum Siomay Original;1;25000;25000
;320R0296;Red Velvet;3;90000;270000
;320R0296;Lavarisol Triple Cheese;4;60000;240000
;320R0296;Pudding Buah;5;100000;500000
2020-03-26;320R0297;Lidah Kucing;3;70000;210000
;320R0297;Putri Salju;1;70000;70000
2020-03-26;320R0298;Lavarisol Campur;1;60000;60000
;320R0298;Kaastengels;4;85000;340000
;320R0298;Pudding Buah;1;100000;100000
2020-03-26;320R0299;Cookies Hias;4;60000;240000
;320R0299;Dimsum Siomay Original;2;25000;50000
;320R0299;Putri Salju;3;85000;255000
;320R0299;Dimsum Siomay Keju;2;30000;60000
2020-03-26;320R0300;Dimsum Siomay Ayam;1;27000;27000
;320R0300;Dimsum Siomay Keju;4;30000;120000
;320R0300;Nastar Spesial;3;90000;270000
;320R0300;Dimsum Siomay Original;1;27000;27000
2020-03-26;320R0301;Nastar Spesial;3;90000;270000
;320R0301;Kaastengels;2;85000;170000
;320R0301;Putri Salju;3;90000;270000
2020-03-26;320R0302;Nastar Spesial;1;90000;90000
;320R0302;Lidah Kucing;1;70000;70000
;320R0302;Cookies Hias;2;60000;120000
;320R0302;Pudding Batik;4;120000;480000
2020-03-26;320R0303;Red Velvet;1;90000;90000
;320R0303;Pudding Batik;1;120000;120000
;320R0303;Sagu Keju;5;75000;375000
2020-03-26;320R0304;Lavarisol Original;1;60000;60000
;320R0304;Kaastengels;5;85000;425000
;320R0304;Dimsum Siomay Keju;4;30000;120000
;320R0304;Red Velvet;1;90000;90000
2020-03-27;320R0305;Lavarisol Smoked Beef;1;60000;60000
;320R0305;Blueberry Cheese;5;65000;325000
;320R0305;Dimsum Siomay Crab;2;27000;54000
;320R0305;Lavarisol Triple Cheese;2;60000;120000
2020-03-27;320R0306;Lavarisol Smoked Beef;3;60000;180000
;320R0306;Brownies Cookies;5;40000;200000
;320R0306;Kaastengels;3;85000;255000
2020-03-27;320R0307;Dimsum Siomay Keju;4;30000;120000
;320R0307;Nastar Spesial;5;90000;450000
;320R0307;Dimsum Siomay Crab;3;27000;81000
;320R0307;Brownies Cookies;1;40000;40000
2020-03-27;320R0308;Red Velvet;3;90000;270000
;320R0308;Lavarisol Campur;2;60000;120000
;320R0308;Blueberry Cheese;2;65000;130000
;320R0308;Brownies Cookies;2;40000;80000
2020-03-27;320R0309;Pudding Batik;1;120000;120000
;320R0309;Dimsum Siomay Keju;2;30000;60000
;320R0309;Brownies Cookies;3;40000;120000
2020-03-27;320R0310;Pudding Batik;1;120000;120000
;320R0310;Lavarisol Original;3;60000;180000
;320R0310;Lavarisol Campur;1;60000;60000
;320R0310;Dimsum Siomay Udang Keju;3;32000;96000
;320R0310;Pudding Buah;2;100000;200000
2020-03-27;320R0311;Dimsum Siomay Crab;1;27000;27000
;320R0311;Lidah Kucing;3;70000;210000
;320R0311;Lavarisol Smoked Beef;2;60000;120000
;320R0311;Lavarisol Triple Cheese;5;60000;300000
2020-03-27;320R0312;Dimsum Siomay Udang Keju;1;32000;32000
;320R0312;Nastar Spesial;4;90000;360000
;320R0312;Putri Salju;5;85000;425000
;320R0312;Lidah Kucing;4;70000;280000
2020-03-27;320R0313;Brownies Cookies;1;40000;40000
;320R0313;Blueberry Cheese;5;65000;325000
;320R0313;Lavarisol Campur;5;60000;300000
2020-03-28;320R0314;Dimsum Siomay Original;4;25000;100000
;320R0314;Dimsum Siomay Ayam;4;27000;108000
;320R0314;Blueberry Cheese;4;65000;260000
2020-03-28;320R0315;Dimsum Siomay Ayam;4;27000;108000
;320R0315;Pudding Batik;3;120000;360000
;320R0315;Cookies Hias;2;60000;120000
;320R0315;Dimsum Siomay Udang Keju;4;32000;128000
2020-03-28;320R0316;Dimsum Siomay Original;3;25000;75000
;320R0316;Putri Salju;3;85000;255000
;320R0316;Nastar Spesial;2;90000;180000
2020-03-28;320R0317;Blueberry Cheese;3;65000;195000
;320R0317;Dimsum Siomay Udang Keju;4;32000;128000
;320R0317;Dimsum Siomay Ayam;5;27000;135000
;320R0317;Putri Salju;5;85000;425000
2020-03-28;320R0318;Kaastengels;5;85000;425000
;320R0318;Pudding Batik;5;120000;600000
;320R0318;Dimsum Siomay Keju;3;30000;90000
;320R0318;Red Velvet;5;90000;450000
;320R0318;Dimsum Siomay Ayam;4;27000;108000
2020-03-28;320R0319;Lavarisol Triple Cheese;5;60000;300000
;320R0319;Dimsum Siomay Ayam;3;27000;81000
;320R0319;Putri Salju;3;85000;255000
2020-03-28;320R0320;Kaastengels;2;85000;170000
;320R0320;Cookies Hias;3;60000;180000
;320R0320;Blueberry Cheese;3;65000;195000
;320R0320;Lavarisol Campur;5;60000;300000
2020-03-28;320R0321;Kaastengels;1;85000;85000
;320R0321;Pudding Batik;3;120000;360000
;320R0321;Nastar Spesial;3;90000;270000
2020-03-28;320R0322;Pudding Batik;2;120000;240000
;320R0322;Kaastengels;4;85000;340000
;320R0322;Dimsum Siomay Udang Keju;4;32000;128000
2020-03-28;320R0323;Dimsum Siomay Udang Keju;5;32000;160000
;320R0323;Dimsum Siomay Keju;4;30000;120000
;320R0323;Red Velvet;2;90000;180000
;320R0323;Kaastengels;1;85000;85000
2020-03-28;320R0324;Sagu Keju;5;75000;375000
;320R0324;Red Velvet;4;90000;360000
;320R0324;Blueberry Cheese;2;65000;130000
;320R0324;Dimsum Siomay Original;5;25000;125000
;320R0324;Lavarisol Triple Cheese;1;60000;60000
2020-03-28;320R0325;Dimsum Siomay Original;2;25000;50000
;320R0325;Dimsum Siomay Keju;1;30000;30000
;320R0325;Lavarisol Original;1;60000;60000
2020-03-29;320R0326;Lavarisol Campur;4;60000;240000
;320R0326;Lavarisol Smoked Beef;4;60000;240000
;320R0326;Pudding Batik;3;120000;360000
2020-03-29;320R0327;Dimsum Siomay Keju;5;30000;150000
;320R0327;Red Velvet;3;90000;270000
;320R0327;Dimsum Siomay Crab;3;27000;81000
2020-03-29;320R0328;Dimsum Siomay Original;3;25000;75000
;320R0328;Brownies Cookies;5;40000;200000
;320R0328;Lavarisol Campur;5;60000;300000
2020-03-29;320R0329;Kaastengels;1;85000;85000
;320R0329;Blueberry Cheese;1;65000;65000
;320R0329;Lavarisol Triple Cheese;5;60000;300000
2020-03-29;320R0330;Dimsum Siomay Keju;4;30000;120000
;320R0330;Lavarisol Smoked Beef;3;60000;180000
;320R0330;Dimsum Siomay Udang Keju;4;32000;128000
;320R0330;Pudding Buah;1;100000;100000
;320R0330;Putri Salju;4;85000;340000
2020-03-29;320R0331;Dimsum Siomay Udang Keju;5;32000;160000
;320R0331;Lavarisol Campur;5;60000;300000
;320R0331;Dimsum Siomay Keju;4;32000;128000
2020-03-29;320R0332;Cookies Hias;3;60000;180000
;320R0332;Dimsum Siomay Original;4;25000;100000
;320R0332;Dimsum Siomay Ayam;3;27000;81000
2020-03-29;320R0333;Dimsum Siomay Crab;4;27000;108000
;320R0333;Lidah Kucing;3;70000;210000
;320R0333;Red Velvet;4;90000;360000
;320R0333;Dimsum Siomay Original;5;25000;125000
;320R0333;Putri Salju;1;85000;85000
2020-03-29;320R0334;Pudding Buah;2;100000;200000
;320R0334;Dimsum Siomay Original;4;25000;100000
;320R0334;Lidah Kucing;3;70000;210000
2020-03-29;320R0335;Kaastengels;1;85000;85000
;320R0335;Lavarisol Original;5;60000;300000
;320R0335;Kaastengels;2;85000;170000
;320R0335;Dimsum Siomay Keju;1;30000;30000
2020-03-29;320R0336;Lavarisol Campur;4;60000;240000
;320R0336;Lidah Kucing;5;70000;350000
;320R0336;Lavarisol Triple Cheese;1;60000;60000
2020-03-29;320R0337;Brownies Cookies;3;40000;120000
;320R0337;Pudding Batik;2;120000;240000
;320R0337;Dimsum Siomay Crab;3;27000;81000
2020-03-30;320R0338;Dimsum Siomay Original;4;25000;100000
;320R0338;Lidah Kucing;1;70000;70000
;320R0338;Dimsum Siomay Crab;4;27000;108000
;320R0338;Putri Salju;5;85000;425000
;320R0338;Lavarisol Campur;1;60000;60000
2020-03-30;320R0339;Lavarisol Campur;2;60000;120000
;320R0339;Lavarisol Triple Cheese;5;60000;300000
;320R0339;Lavarisol Original;4;60000;240000
;320R0339;Lavarisol Smoked Beef;5;60000;300000
2020-03-30;320R0340;Dimsum Siomay Original;1;25000;25000
;320R0340;Putri Salju;1;85000;85000
;320R0340;Lidah Kucing;5;70000;350000
;320R0340;Pudding Batik;4;120000;480000
2020-03-30;320R0341;Dimsum Siomay Crab;1;27000;27000
;320R0341;Dimsum Siomay Ayam;3;27000;81000
;320R0341;Cookies Hias;4;60000;240000
2020-03-30;320R0342;Cookies Hias;4;60000;240000
;320R0342;Blueberry Cheese;4;65000;260000
;320R0342;Dimsum Siomay Ayam;5;27000;135000
2020-03-30;320R0343;Dimsum Siomay Crab;2;27000;54000
;320R0343;Sagu Keju;4;75000;300000
;320R0343;Lavarisol Triple Cheese;3;60000;180000
2020-03-30;320R0344;Pudding Batik;1;120000;120000
;320R0344;Putri Salju;1;85000;85000
;320R0344;Pudding Buah;4;100000;400000
2020-03-30;320R0345;Pudding Buah;3;100000;300000
;320R0345;Lavarisol Original;2;60000;120000
;320R0345;Pudding Batik;4;120000;480000
2020-03-30;320R0346;Lavarisol Campur;3;60000;180000
;320R0346;Lavarisol Original;5;60000;300000
;320R0346;Pudding Buah;1;100000;100000
2020-03-31;320R0347;Sagu Keju;2;75000;150000
;320R0347;Nastar Spesial;4;90000;360000
;320R0347;Pudding Buah;5;100000;500000
;320R0347;Lavarisol Triple Cheese;3;60000;180000
2020-03-31;320R0348;Sagu Keju;4;75000;300000
;320R0348;Blueberry Cheese;2;65000;130000
;320R0348;Lidah Kucing;2;70000;140000
;320R0348;Pudding Buah;5;100000;500000
2020-03-31;320R0349;Dimsum Siomay Original;4;25000;100000
;320R0349;Dimsum Siomay Ayam;2;25000;50000
;320R0349;Lavarisol Campur;4;60000;240000
2020-03-31;320R0350;Dimsum Siomay Original;3;25000;75000
;320R0350;Lavarisol Campur;3;60000;180000
;320R0350;Dimsum Siomay Keju;5;30000;150000
;320R0350;Lavarisol Original;4;60000;240000
2020-03-31;320R0351;Kaastengels;2;85000;170000
;320R0351;Dimsum Siomay Keju;4;30000;120000
;320R0351;Cookies Hias;2;60000;120000
;320R0351;Kaastengels;4;85000;340000
2020-03-31;320R0352;Dimsum Siomay Ayam;1;27000;27000
;320R0352;Cookies Hias;4;60000;240000
;320R0352;Brownies Cookies;4;60000;240000
2020-03-31;320R0353;Lidah Kucing;1;70000;70000
;320R0353;Lavarisol Smoked Beef;4;60000;240000
;320R0353;Blueberry Cheese;2;65000;130000
;320R0353;Lavarisol Triple Cheese;3;60000;180000
;320R0353;Brownies Cookies;3;40000;120000
2020-03-31;320R0354;Lavarisol Original;3;60000;180000
;320R0354;Pudding Batik;5;120000;600000
;320R0354;Red Velvet;1;90000;90000
2020-03-31;320R0355;Dimsum Siomay Keju;5;30000;150000
;320R0355;Dimsum Siomay Original;4;25000;100000
;320R0355;Pudding Buah;5;100000;500000
2020-03-31;320R0356;Dimsum Siomay Udang Keju;2;32000;64000
;320R0356;Dimsum Siomay Ayam;3;27000;81000
;320R0356;Dimsum Siomay Original;5;25000;125000
01/04/2020;420R0001;Dimsum Siomay Original;3;25000;75000
;420R0001;Pudding Buah;2;100000;200000
;420R0001;Dimsum Siomay Ayam;4;27000;108000
01/04/2020;420R0002;Dimsum Siomay Original;5;25000;125000
;420R0002;Dimsum Siomay Crab;5;27000;135000
;420R0002;Lavarisol Original;1;60000;60000
01/04/2020;420R0003;Lavarisol Original;4;60000;240000
;420R0003;Lavarisol Campur;3;60000;180000
;420R0003;Dimsum Siomay Keju;5;30000;150000
01/04/2020;420R0004;Dimsum Siomay Original;2;25000;50000
;420R0004;Dimsum Siomay Keju;4;30000;120000
;420R0004;Putri Salju;2;85000;170000
01/04/2020;420R0005;Dimsum Siomay Udang Keju;3;32000;96000
;420R0005;Kaastengels;2;85000;170000
;420R0005;Dimsum Siomay Keju;5;30000;150000
;420R0005;Pudding Batik;4;120000;480000
01/04/2020;420R0006;Pudding Buah;2;100000;200000
;420R0006;Kaastengels;3;85000;255000
;420R0006;Brownies Cookies;1;40000;40000
;420R0006;Nastar Spesial;1;90000;90000
01/04/2020;420R0007;Lavarisol Triple Cheese;4;60000;240000
;420R0007;Dimsum Siomay Udang Keju;1;32000;32000
;420R0007;Brownies Cookies;3;40000;120000
01/04/2020;420R0008;Lavarisol Original;2;60000;120000
;420R0008;Dimsum Siomay Crab;3;27000;81000
;420R0008;Blueberry Cheese;5;65000;325000
;420R0008;Dimsum Siomay Keju;1;30000;30000
;420R0008;Dimsum Siomay Ayam;5;27000;135000
02/04/2020;420R0009;Lidah Kucing;4;70000;280000
;420R0009;Blueberry Cheese;5;65000;325000
02/04/2020;420R0010;Brownies Cookies;2;40000;80000
;420R0010;Sagu Keju;5;75000;375000
;420R0010;Dimsum Siomay Original;1;25000;25000
02/04/2020;420R0011;Dimsum Siomay Keju;5;30000;150000
;420R0011;Sagu Keju;4;75000;300000
;420R0011;Dimsum Siomay Ayam;3;27000;81000
02/04/2020;420R0012;Pudding Buah;1;100000;100000
;420R0012;Brownies Cookies;2;40000;80000
;420R0012;Dimsum Siomay Udang Keju;5;32000;160000
;420R0012;Dimsum Siomay Crab;4;27000;108000
02/04/2020;420R0013;Pudding Buah;5;100000;500000
;420R0013;Dimsum Siomay Udang Keju;1;32000;32000
;420R0013;Lavarisol Original;5;60000;300000
02/04/2020;420R0014;Dimsum Siomay Original;1;25000;25000
;420R0014;Brownies Cookies;1;40000;40000
;420R0014;Dimsum Siomay Keju;3;25000;75000
;420R0014;Cookies Hias;5;60000;300000
02/04/2020;420R0015;Cookies Hias;5;60000;300000
;420R0015;Putri Salju;5;85000;425000
;420R0015;Lavarisol Campur;5;60000;300000
;420R0015;Lavarisol Triple Cheese;1;60000;60000
02/04/2020;420R0016;Lavarisol Original;2;60000;120000
;420R0016;Sagu Keju;3;75000;225000
;420R0016;Lavarisol Campur;5;60000;300000
03/04/2020;420R0017;Lavarisol Original;3;60000;180000
;420R0017;Nastar Spesial;5;90000;450000
;420R0017;Dimsum Siomay Original;1;25000;25000
03/04/2020;420R0018;Lavarisol Campur;3;60000;180000
;420R0018;Blueberry Cheese;5;65000;325000
;420R0018;Lavarisol Original;4;60000;240000
;420R0018;Red Velvet;2;90000;180000
03/04/2020;420R0019;Putri Salju;1;85000;85000
;420R0019;Lavarisol Triple Cheese;4;60000;240000
;420R0019;Brownies Cookies;4;40000;160000
03/04/2020;420R0020;Pudding Buah;3;100000;300000
;420R0020;Kaastengels;5;85000;425000
;420R0020;Pudding Buah;3;100000;300000
;420R0020;Lidah Kucing;5;70000;350000
03/04/2020;420R0021;Lidah Kucing;5;70000;350000
;420R0021;Lavarisol Original;4;60000;240000
03/04/2020;420R0022;Pudding Batik;3;120000;360000
;420R0022;Blueberry Cheese;3;65000;195000
;420R0022;Pudding Buah;5;65000;325000
03/04/2020;420R0023;Nastar Spesial;2;90000;180000
;420R0023;Dimsum Siomay Ayam;3;27000;81000
;420R0023;Lavarisol Campur;1;60000;60000
;420R0023;Putri Salju;1;85000;85000
03/04/2020;420R0024;Nastar Spesial;2;90000;180000
;420R0024;Pudding Buah;1;100000;100000
;420R0024;Dimsum Siomay Original;5;25000;125000
03/04/2020;420R0025;Pudding Batik;4;120000;480000
;420R0025;Lavarisol Original;4;60000;240000
;420R0025;Dimsum Siomay Ayam;4;27000;108000
04/04/2020;420R0026;Brownies Cookies;1;40000;40000
;420R0026;Dimsum Siomay Crab;3;27000;81000
;420R0026;Dimsum Siomay Keju;5;30000;150000
;420R0026;Dimsum Siomay Udang Keju;5;32000;160000
04/04/2020;420R0027;Dimsum Siomay Keju;5;30000;150000
;420R0027;Cookies Hias;5;60000;300000
;420R0027;Sagu Keju;5;75000;375000
04/04/2020;420R0028;Dimsum Siomay Udang Keju;3;32000;96000
;420R0028;Lidah Kucing;5;70000;350000
;420R0028;Lavarisol Triple Cheese;5;60000;300000
04/04/2020;420R0029;Pudding Batik;1;120000;120000
;420R0029;Lavarisol Original;2;60000;120000
04/04/2020;420R0030;Lavarisol Original;2;60000;120000
;420R0030;Pudding Batik;4;120000;480000
;420R0030;Red Velvet;2;90000;180000
;420R0030;Lavarisol Smoked Beef;3;60000;180000
04/04/2020;420R0031;Blueberry Cheese;1;65000;65000
;420R0031;Lavarisol Campur;2;60000;120000
;420R0031;Lavarisol Original;4;60000;240000
04/04/2020;420R0032;Dimsum Siomay Keju;1;30000;30000
;420R0032;Dimsum Siomay Ayam;4;27000;108000
;420R0032;Pudding Batik;2;120000;240000
;420R0032;Dimsum Siomay Original;3;25000;75000
04/04/2020;420R0033;Dimsum Siomay Keju;1;30000;30000
;420R0033;Lavarisol Triple Cheese;4;60000;240000
;420R0033;Pudding Buah;1;100000;100000
04/04/2020;420R0034;Pudding Buah;4;100000;400000
;420R0034;Putri Salju;3;85000;255000
;420R0034;Dimsum Siomay Udang Keju;2;32000;64000
05/04/2020;420R0035;Sagu Keju;1;75000;75000
;420R0035;Brownies Cookies;4;40000;160000
;420R0035;Dimsum Siomay Original;2;25000;50000
;420R0035;Kaastengels;5;85000;425000
;420R0035;Red Velvet;1;90000;90000
05/04/2020;420R0036;Dimsum Siomay Udang Keju;2;32000;64000
;420R0036;Dimsum Siomay Keju;4;32000;128000
;420R0036;Dimsum Siomay Ayam;5;32000;160000
05/04/2020;420R0037;Dimsum Siomay Keju;2;30000;60000
;420R0037;Sagu Keju;3;75000;225000
;420R0037;Lavarisol Campur;3;60000;180000
;420R0037;Lidah Kucing;5;70000;350000
;420R0037;Dimsum Siomay Udang Keju;2;32000;64000
05/04/2020;420R0038;Dimsum Siomay Crab;2;27000;54000
;420R0038;Lavarisol Triple Cheese;2;60000;120000
;420R0038;Red Velvet;4;90000;360000
05/04/2020;420R0039;Kaastengels;1;85000;85000
;420R0039;Sagu Keju;5;75000;375000
;420R0039;Nastar Spesial;5;90000;450000
05/04/2020;420R0040;Lavarisol Triple Cheese;2;60000;120000
;420R0040;Red Velvet;3;90000;270000
;420R0040;Dimsum Siomay Ayam;4;27000;108000
05/04/2020;420R0041;Cookies Hias;4;60000;240000
;420R0041;Lavarisol Campur;2;60000;120000
;420R0041;Dimsum Siomay Original;4;25000;100000
;420R0041;Blueberry Cheese;3;65000;195000
05/04/2020;420R0042;Dimsum Siomay Original;1;27000;27000
;420R0042;Dimsum Siomay Ayam;5;25000;125000
;420R0042;Dimsum Siomay Keju;5;25000;125000
;420R0042;Cookies Hias;5;60000;300000
06/04/2020;420R0043;Putri Salju;4;85000;340000
;420R0043;Lavarisol Campur;4;60000;240000
;420R0043;Pudding Buah;2;100000;200000
;420R0043;Kaastengels;3;85000;255000
;420R0043;Lidah Kucing;1;70000;70000
06/04/2020;420R0044;Dimsum Siomay Crab;3;27000;81000
;420R0044;Dimsum Siomay Keju;2;30000;60000
;420R0044;Dimsum Siomay Udang Keju;1;32000;32000
;420R0044;Pudding Buah;4;100000;400000
06/04/2020;420R0045;Dimsum Siomay Original;3;25000;75000
;420R0045;Sagu Keju;1;75000;75000
;420R0045;Lavarisol Campur;2;60000;120000
06/04/2020;420R0046;Dimsum Siomay Keju;1;30000;30000
;420R0046;Brownies Cookies;4;40000;160000
;420R0046;Lavarisol Original;2;60000;120000
06/04/2020;420R0047;Lidah Kucing;5;70000;350000
;420R0047;Dimsum Siomay Udang Keju;4;32000;128000
;420R0047;Dimsum Siomay Keju;1;30000;30000
;420R0047;Sagu Keju;2;75000;150000
06/04/2020;420R0048;Dimsum Siomay Crab;4;27000;108000
;420R0048;Putri Salju;1;70000;70000
06/04/2020;420R0049;Dimsum Siomay Ayam;4;27000;108000
;420R0049;Dimsum Siomay Keju;2;30000;60000
;420R0049;Lavarisol Campur;4;60000;240000
;420R0049;Lavarisol Smoked Beef;1;60000;60000
06/04/2020;420R0050;Dimsum Siomay Original;2;32000;64000
;420R0050;Dimsum Siomay Keju;5;30000;150000
;420R0050;Lavarisol Smoked Beef;2;60000;120000
06/04/2020;420R0051;Putri Salju;1;85000;85000
;420R0051;Nastar Spesial;5;90000;450000
;420R0051;Pudding Buah;4;100000;400000
06/04/2020;420R0052;Putri Salju;5;85000;425000
;420R0052;Dimsum Siomay Keju;1;30000;30000
;420R0052;Red Velvet;3;90000;270000
;420R0052;Dimsum Siomay Crab;1;27000;27000
06/04/2020;420R0053;Dimsum Siomay Udang Keju;4;32000;128000
;420R0053;Dimsum Siomay Ayam;4;27000;108000
;420R0053;Lavarisol Campur;1;60000;60000
;420R0053;Blueberry Cheese;4;65000;260000
06/04/2020;420R0054;Blueberry Cheese;1;75000;75000
;420R0054;Lavarisol Triple Cheese;1;60000;60000
;420R0054;Dimsum Siomay Keju;1;30000;30000
07/04/2020;420R0055;Dimsum Siomay Udang Keju;3;32000;96000
;420R0055;Nastar Spesial;3;90000;270000
;420R0055;Pudding Batik;4;120000;480000
;420R0055;Dimsum Siomay Crab;1;27000;27000
07/04/2020;420R0056;Blueberry Cheese;4;65000;260000
;420R0056;Lavarisol Smoked Beef;3;60000;180000
;420R0056;Sagu Keju;1;75000;75000
;420R0056;Nastar Spesial;1;90000;90000
07/04/2020;420R0057;Lavarisol Original;2;60000;120000
;420R0057;Sagu Keju;4;75000;300000
;420R0057;Blueberry Cheese;3;65000;195000
07/04/2020;420R0058;Putri Salju;5;85000;425000
;420R0058;Lavarisol Triple Cheese;4;60000;240000
;420R0058;Lidah Kucing;4;70000;280000
07/04/2020;420R0059;Lidah Kucing;3;70000;210000
;420R0059;Blueberry Cheese;4;65000;260000
;420R0059;Cookies Hias;5;60000;300000
;420R0059;Nastar Spesial;1;90000;90000
07/04/2020;420R0060;Dimsum Siomay Crab;1;27000;27000
;420R0060;Putri Salju;4;85000;340000
;420R0060;Dimsum Siomay Original;2;25000;50000
;420R0060;Lavarisol Triple Cheese;2;60000;120000
07/04/2020;420R0061;Kaastengels;4;85000;340000
;420R0061;Pudding Buah;4;100000;400000
;420R0061;Sagu Keju;3;75000;225000
07/04/2020;420R0062;Blueberry Cheese;2;65000;130000
;420R0062;Dimsum Siomay Original;4;25000;100000
;420R0062;Dimsum Siomay Ayam;4;27000;108000
07/04/2020;420R0063;Blueberry Cheese;3;65000;195000
;420R0063;Dimsum Siomay Keju;4;30000;120000
;420R0063;Red Velvet;5;90000;450000
;420R0063;Dimsum Siomay Ayam;5;30000;150000
